9904
(0, 18)   (1, 29)   (2, 15)   (4, 26)   (5, 21)   (6, 14)   (7, 9)   (11, 8)   (13, 20)   (14, 22)   (15, 24)   (18, 6)   (21, 12)   (23, 16)   (25, 27)   (27, 25)   (29, 10)   (3, 7)   (28, 11)   (19, 13)   (17, 19)   (24, 3)   (26, 5)   (9, 17)   (8, 0)   (10, 4)   (22, 1)   (16, 23)   (12, 2)   (20, 28)
(0, 18)   (1, 29)   (4, 26)   (5, 21)   (7, 9)   (8, 0)   (9, 17)   (12, 2)   (13, 20)   (14, 22)   (15, 24)   (21, 12)   (22, 19)   (23, 16)   (27, 25)   (29, 10)   (24, 27)   (25, 3)   (17, 4)   (18, 6)   (10, 23)   (2, 15)   (16, 8)   (6, 14)   (28, 11)   (19, 13)   (26, 5)   (11, 28)   (3, 7)   (20, 1)
(0, 0)   (1, 28)   (2, 7)   (3, 14)   (4, 8)   (5, 9)   (6, 17)   (7, 22)   (8, 5)   (9, 25)   (10, 2)   (11, 3)   (12, 24)   (13, 13)   (14, 21)   (15, 27)   (16, 20)   (17, 10)   (18, 18)   (19, 6)   (20, 23)   (21, 11)   (22, 19)   (23, 15)   (24, 12)   (25, 1)   (26, 16)   (27, 4)   (28, 26)   (29, 29)
(0, 0)   (1, 6)   (2, 23)   (3, 24)   (4, 11)   (5, 7)   (6, 14)   (7, 22)   (8, 5)   (9, 21)   (10, 12)   (11, 17)   (12, 27)   (13, 9)   (14, 10)   (15, 28)   (16, 20)   (17, 13)   (18, 25)   (19, 8)   (20, 3)   (21, 2)   (22, 18)   (23, 15)   (24, 19)   (25, 1)   (26, 16)   (27, 4)   (28, 26)   (29, 29)
(0, 0)   (1, 28)   (2, 7)   (3, 24)   (4, 17)   (5, 9)   (6, 14)   (7, 22)   (8, 29)   (9, 2)   (10, 12)   (11, 23)   (12, 19)   (13, 25)   (14, 27)   (15, 10)   (16, 20)   (17, 13)   (18, 18)   (19, 8)   (20, 26)   (21, 11)   (22, 21)   (23, 5)   (24, 6)   (25, 1)   (26, 16)   (27, 4)   (28, 3)   (29, 15)
(0, 28)   (1, 29)   (2, 5)   (3, 16)   (4, 26)   (5, 9)   (6, 14)   (7, 4)   (8, 0)   (9, 17)   (10, 23)   (11, 8)   (12, 19)   (13, 20)   (14, 22)   (15, 12)   (16, 24)   (17, 21)   (18, 6)   (19, 13)   (20, 3)   (21, 2)   (22, 1)   (23, 10)   (24, 27)   (25, 18)   (26, 7)   (27, 25)   (28, 15)   (29, 11)
(0, 28)   (1, 10)   (2, 23)   (3, 7)   (4, 8)   (5, 9)   (6, 14)   (7, 29)   (8, 0)   (9, 17)   (10, 4)   (11, 1)   (12, 19)   (13, 5)   (14, 27)   (15, 13)   (16, 24)   (17, 21)   (18, 6)   (19, 22)   (20, 3)   (21, 12)   (22, 18)   (23, 20)   (24, 15)   (25, 2)   (26, 16)   (27, 25)   (28, 26)   (29, 11)
(0, 22)   (1, 29)   (2, 1)   (3, 16)   (4, 0)   (5, 8)   (6, 13)   (7, 25)   (8, 28)   (9, 9)   (10, 23)   (11, 24)   (12, 5)   (13, 2)   (14, 17)   (15, 14)   (16, 15)   (17, 27)   (18, 19)   (19, 6)   (20, 3)   (21, 7)   (22, 20)   (23, 10)   (24, 12)   (25, 18)   (26, 21)   (27, 4)   (28, 26)   (29, 11)
(0, 29)   (1, 21)   (2, 13)   (3, 16)   (4, 0)   (5, 8)   (6, 6)   (7, 25)   (8, 28)   (9, 9)   (10, 23)   (11, 24)   (12, 5)   (13, 2)   (14, 1)   (15, 14)   (16, 22)   (17, 27)   (18, 19)   (19, 15)   (20, 3)   (21, 17)   (22, 20)   (23, 10)   (24, 12)   (25, 18)   (26, 7)   (27, 4)   (28, 26)   (29, 11)
(0, 11)   (1, 0)   (2, 16)   (3, 1)   (4, 8)   (5, 7)   (6, 14)   (7, 25)   (8, 12)   (9, 21)   (10, 19)   (11, 22)   (12, 27)   (13, 5)   (14, 10)   (15, 24)   (16, 20)   (17, 13)   (18, 6)   (19, 9)   (20, 3)   (21, 2)   (22, 18)   (23, 15)   (24, 29)   (25, 28)   (26, 23)   (27, 4)   (28, 26)   (29, 17)
(0, 0)   (1, 2)   (2, 16)   (3, 24)   (4, 28)   (5, 7)   (6, 14)   (7, 22)   (8, 12)   (9, 13)   (10, 6)   (11, 17)   (12, 27)   (13, 25)   (14, 21)   (15, 5)   (16, 20)   (17, 10)   (18, 29)   (19, 8)   (20, 3)   (21, 23)   (22, 18)   (23, 15)   (24, 19)   (25, 1)   (26, 9)   (27, 4)   (28, 26)   (29, 11)
(0, 0)   (1, 2)   (2, 16)   (3, 24)   (4, 8)   (5, 7)   (6, 14)   (7, 6)   (8, 5)   (9, 17)   (10, 19)   (11, 22)   (12, 27)   (13, 25)   (14, 21)   (15, 10)   (16, 20)   (17, 13)   (18, 29)   (19, 28)   (20, 3)   (21, 23)   (22, 18)   (23, 15)   (24, 12)   (25, 1)   (26, 9)   (27, 4)   (28, 26)   (29, 11)
(0, 0)   (1, 27)   (2, 16)   (3, 24)   (4, 2)   (5, 7)   (6, 28)   (7, 22)   (8, 12)   (9, 25)   (10, 19)   (11, 17)   (12, 14)   (13, 10)   (14, 21)   (15, 5)   (16, 20)   (17, 13)   (18, 29)   (19, 8)   (20, 3)   (21, 23)   (22, 18)   (23, 15)   (24, 6)   (25, 1)   (26, 9)   (27, 4)   (28, 26)   (29, 11)
(0, 0)   (1, 2)   (2, 16)   (3, 24)   (4, 8)   (5, 7)   (6, 14)   (7, 6)   (8, 23)   (9, 17)   (10, 19)   (11, 3)   (12, 27)   (13, 25)   (14, 21)   (15, 10)   (16, 20)   (17, 13)   (18, 29)   (19, 22)   (20, 11)   (21, 5)   (22, 18)   (23, 15)   (24, 12)   (25, 1)   (26, 9)   (27, 4)   (28, 26)   (29, 28)
(0, 0)   (1, 2)   (2, 16)   (3, 1)   (4, 8)   (5, 7)   (6, 28)   (7, 14)   (8, 12)   (9, 17)   (10, 19)   (11, 22)   (12, 27)   (13, 25)   (14, 21)   (15, 24)   (16, 11)   (17, 13)   (18, 29)   (19, 9)   (20, 3)   (21, 5)   (22, 18)   (23, 10)   (24, 15)   (25, 6)   (26, 23)   (27, 4)   (28, 26)   (29, 20)
(0, 0)   (1, 2)   (2, 16)   (3, 6)   (4, 8)   (5, 7)   (6, 28)   (7, 14)   (8, 12)   (9, 17)   (10, 19)   (11, 22)   (12, 27)   (13, 25)   (14, 21)   (15, 24)   (16, 11)   (17, 13)   (18, 29)   (19, 9)   (20, 3)   (21, 5)   (22, 18)   (23, 10)   (24, 15)   (25, 1)   (26, 23)   (27, 4)   (28, 26)   (29, 20)
(0, 0)   (1, 2)   (2, 16)   (3, 6)   (4, 8)   (5, 7)   (6, 28)   (7, 14)   (8, 12)   (9, 20)   (10, 19)   (11, 22)   (12, 27)   (13, 25)   (14, 21)   (15, 24)   (16, 11)   (17, 13)   (18, 29)   (19, 9)   (20, 3)   (21, 5)   (22, 18)   (23, 10)   (24, 15)   (25, 1)   (26, 23)   (27, 4)   (28, 26)   (29, 17)
(0, 0)   (1, 2)   (2, 16)   (3, 1)   (4, 8)   (5, 7)   (6, 20)   (7, 14)   (8, 12)   (9, 17)   (10, 19)   (11, 22)   (12, 27)   (13, 25)   (14, 21)   (15, 24)   (16, 11)   (17, 13)   (18, 29)   (19, 9)   (20, 3)   (21, 5)   (22, 18)   (23, 15)   (24, 6)   (25, 28)   (26, 23)   (27, 4)   (28, 26)   (29, 10)
(0, 2)   (1, 6)   (2, 8)   (3, 15)   (4, 24)   (5, 7)   (6, 14)   (7, 28)   (8, 0)   (9, 17)   (10, 19)   (11, 22)   (12, 27)   (13, 25)   (14, 21)   (15, 16)   (16, 11)   (17, 5)   (18, 29)   (19, 9)   (20, 3)   (21, 13)   (22, 10)   (23, 20)   (24, 12)   (25, 18)   (26, 23)   (27, 4)   (28, 26)   (29, 1)
(0, 29)   (1, 6)   (2, 8)   (3, 15)   (4, 24)   (5, 7)   (6, 22)   (7, 14)   (8, 0)   (9, 13)   (10, 28)   (11, 20)   (12, 27)   (13, 25)   (14, 21)   (15, 16)   (16, 11)   (17, 5)   (18, 19)   (19, 9)   (20, 3)   (21, 17)   (22, 10)   (23, 2)   (24, 12)   (25, 18)   (26, 23)   (27, 4)   (28, 26)   (29, 1)
(0, 9)   (1, 0)   (2, 29)   (3, 25)   (4, 24)   (5, 7)   (6, 6)   (7, 4)   (8, 23)   (9, 21)   (10, 28)   (11, 22)   (12, 27)   (13, 15)   (14, 1)   (15, 14)   (16, 20)   (17, 5)   (18, 19)   (19, 16)   (20, 3)   (21, 17)   (22, 13)   (23, 10)   (24, 12)   (25, 18)   (26, 8)   (27, 2)   (28, 26)   (29, 11)
(0, 0)   (1, 2)   (2, 16)   (3, 28)   (4, 8)   (5, 7)   (6, 14)   (7, 24)   (8, 12)   (9, 17)   (10, 25)   (11, 23)   (12, 10)   (13, 11)   (14, 21)   (15, 29)   (16, 20)   (17, 13)   (18, 6)   (19, 9)   (20, 3)   (21, 5)   (22, 18)   (23, 15)   (24, 19)   (25, 1)   (26, 22)   (27, 4)   (28, 26)   (29, 27)
(0, 11)   (1, 14)   (2, 5)   (3, 10)   (4, 3)   (5, 8)   (6, 13)   (7, 22)   (8, 28)   (9, 19)   (10, 26)   (11, 24)   (12, 9)   (13, 29)   (14, 16)   (15, 2)   (16, 25)   (17, 27)   (18, 1)   (19, 15)   (20, 17)   (21, 7)   (22, 23)   (23, 12)   (24, 20)   (25, 6)   (26, 18)   (27, 4)   (28, 0)   (29, 21)
(0, 29)   (1, 6)   (2, 8)   (3, 15)   (4, 24)   (5, 7)   (6, 22)   (7, 14)   (8, 0)   (9, 17)   (10, 28)   (11, 20)   (12, 27)   (13, 25)   (14, 21)   (15, 16)   (16, 11)   (17, 5)   (18, 19)   (19, 9)   (20, 3)   (21, 13)   (22, 10)   (23, 2)   (24, 12)   (25, 18)   (26, 23)   (27, 4)   (28, 26)   (29, 1)
(0, 11)   (1, 28)   (2, 7)   (3, 23)   (4, 17)   (5, 8)   (6, 14)   (7, 22)   (8, 18)   (9, 21)   (10, 2)   (11, 3)   (12, 19)   (13, 9)   (14, 10)   (15, 5)   (16, 20)   (17, 25)   (18, 12)   (19, 13)   (20, 6)   (21, 0)   (22, 27)   (23, 15)   (24, 24)   (25, 1)   (26, 16)   (27, 4)   (28, 26)   (29, 29)
(0, 11)   (1, 28)   (2, 7)   (3, 23)   (4, 17)   (5, 8)   (6, 14)   (7, 22)   (8, 18)   (9, 21)   (10, 2)   (11, 3)   (12, 19)   (13, 1)   (14, 10)   (15, 5)   (16, 20)   (17, 25)   (18, 12)   (19, 13)   (20, 6)   (21, 0)   (22, 27)   (23, 15)   (24, 24)   (25, 9)   (26, 16)   (27, 4)   (28, 26)   (29, 29)
(0, 28)   (1, 21)   (2, 5)   (3, 7)   (4, 25)   (5, 16)   (6, 13)   (7, 29)   (8, 19)   (9, 20)   (10, 23)   (11, 24)   (12, 6)   (13, 2)   (14, 15)   (15, 14)   (16, 22)   (17, 0)   (18, 17)   (19, 9)   (20, 3)   (21, 27)   (22, 8)   (23, 10)   (24, 12)   (25, 18)   (26, 1)   (27, 4)   (28, 26)   (29, 11)
(0, 28)   (1, 21)   (2, 1)   (3, 7)   (4, 25)   (5, 16)   (6, 13)   (7, 29)   (8, 19)   (9, 20)   (10, 23)   (11, 24)   (12, 6)   (13, 2)   (14, 15)   (15, 14)   (16, 22)   (17, 0)   (18, 17)   (19, 9)   (20, 3)   (21, 27)   (22, 8)   (23, 10)   (24, 12)   (25, 18)   (26, 5)   (27, 4)   (28, 26)   (29, 11)
(0, 18)   (1, 29)   (2, 15)   (3, 28)   (4, 1)   (5, 5)   (6, 14)   (7, 9)   (8, 0)   (9, 17)   (10, 23)   (11, 21)   (12, 2)   (13, 20)   (14, 22)   (15, 24)   (16, 8)   (17, 4)   (18, 6)   (19, 13)   (20, 26)   (21, 12)   (22, 19)   (23, 16)   (24, 27)   (25, 3)   (26, 7)   (27, 25)   (28, 11)   (29, 10)
(0, 2)   (1, 6)   (2, 8)   (3, 15)   (4, 24)   (5, 7)   (6, 14)   (7, 28)   (8, 0)   (9, 13)   (10, 19)   (11, 22)   (12, 27)   (13, 25)   (14, 1)   (15, 16)   (16, 20)   (17, 5)   (18, 29)   (19, 9)   (20, 3)   (21, 17)   (22, 10)   (23, 11)   (24, 12)   (25, 18)   (26, 23)   (27, 4)   (28, 26)   (29, 21)
(0, 22)   (1, 29)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 10)   (8, 0)   (9, 25)   (10, 23)   (11, 2)   (12, 19)   (13, 24)   (14, 15)   (15, 20)   (16, 5)   (17, 3)   (18, 17)   (19, 13)   (20, 6)   (21, 27)   (22, 9)   (23, 21)   (24, 12)   (25, 18)   (26, 16)   (27, 4)   (28, 26)   (29, 11)
(0, 21)   (1, 29)   (2, 7)   (3, 28)   (4, 1)   (5, 8)   (6, 14)   (7, 10)   (8, 0)   (9, 25)   (10, 23)   (11, 2)   (12, 24)   (13, 19)   (14, 15)   (15, 20)   (16, 18)   (17, 3)   (18, 17)   (19, 13)   (20, 6)   (21, 27)   (22, 9)   (23, 5)   (24, 12)   (25, 11)   (26, 16)   (27, 4)   (28, 26)   (29, 22)
(0, 21)   (1, 14)   (2, 7)   (3, 25)   (4, 17)   (5, 9)   (6, 8)   (7, 22)   (8, 0)   (9, 28)   (10, 2)   (11, 1)   (12, 24)   (13, 13)   (14, 15)   (15, 20)   (16, 26)   (17, 10)   (18, 19)   (19, 6)   (20, 23)   (21, 18)   (22, 27)   (23, 3)   (24, 12)   (25, 11)   (26, 16)   (27, 4)   (28, 5)   (29, 29)
(0, 21)   (1, 28)   (2, 7)   (3, 25)   (4, 17)   (5, 9)   (6, 8)   (7, 22)   (8, 0)   (9, 20)   (10, 2)   (11, 1)   (12, 24)   (13, 13)   (14, 15)   (15, 14)   (16, 26)   (17, 10)   (18, 19)   (19, 6)   (20, 23)   (21, 18)   (22, 27)   (23, 3)   (24, 12)   (25, 11)   (26, 16)   (27, 4)   (28, 5)   (29, 29)
(0, 21)   (1, 28)   (2, 7)   (3, 25)   (4, 0)   (5, 9)   (6, 8)   (7, 22)   (8, 19)   (9, 20)   (10, 2)   (11, 1)   (12, 24)   (13, 13)   (14, 15)   (15, 14)   (16, 26)   (17, 10)   (18, 17)   (19, 6)   (20, 23)   (21, 18)   (22, 27)   (23, 3)   (24, 12)   (25, 11)   (26, 16)   (27, 4)   (28, 5)   (29, 29)
(0, 11)   (1, 28)   (2, 7)   (3, 4)   (4, 1)   (5, 8)   (6, 14)   (7, 29)   (8, 0)   (9, 24)   (10, 2)   (11, 17)   (12, 19)   (13, 13)   (14, 23)   (15, 20)   (16, 15)   (17, 10)   (18, 21)   (19, 6)   (20, 3)   (21, 27)   (22, 9)   (23, 5)   (24, 12)   (25, 18)   (26, 16)   (27, 25)   (28, 26)   (29, 22)
(0, 27)   (1, 28)   (2, 7)   (3, 4)   (4, 17)   (5, 8)   (6, 14)   (7, 22)   (8, 18)   (9, 21)   (10, 2)   (11, 1)   (12, 19)   (13, 13)   (14, 15)   (15, 20)   (16, 12)   (17, 10)   (18, 3)   (19, 6)   (20, 23)   (21, 0)   (22, 9)   (23, 5)   (24, 24)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 29)
(0, 27)   (1, 28)   (2, 7)   (3, 4)   (4, 25)   (5, 8)   (6, 14)   (7, 22)   (8, 18)   (9, 21)   (10, 2)   (11, 1)   (12, 19)   (13, 13)   (14, 15)   (15, 20)   (16, 26)   (17, 10)   (18, 12)   (19, 6)   (20, 23)   (21, 0)   (22, 9)   (23, 11)   (24, 24)   (25, 3)   (26, 16)   (27, 17)   (28, 5)   (29, 29)
(0, 27)   (1, 4)   (2, 7)   (3, 28)   (4, 17)   (5, 8)   (6, 14)   (7, 22)   (8, 18)   (9, 9)   (10, 2)   (11, 1)   (12, 19)   (13, 13)   (14, 15)   (15, 20)   (16, 12)   (17, 10)   (18, 3)   (19, 6)   (20, 23)   (21, 0)   (22, 21)   (23, 5)   (24, 24)   (25, 11)   (26, 16)   (27, 25)   (28, 26)   (29, 29)
(0, 18)   (1, 29)   (2, 15)   (3, 28)   (4, 1)   (5, 9)   (6, 14)   (7, 10)   (8, 0)   (9, 21)   (10, 12)   (11, 17)   (12, 19)   (13, 20)   (14, 24)   (15, 22)   (16, 8)   (17, 4)   (18, 6)   (19, 13)   (20, 27)   (21, 5)   (22, 7)   (23, 23)   (24, 3)   (25, 2)   (26, 16)   (27, 25)   (28, 26)   (29, 11)
(0, 11)   (1, 28)   (2, 7)   (3, 15)   (4, 17)   (5, 8)   (6, 14)   (7, 22)   (8, 18)   (9, 21)   (10, 2)   (11, 3)   (12, 19)   (13, 9)   (14, 10)   (15, 5)   (16, 20)   (17, 25)   (18, 12)   (19, 13)   (20, 6)   (21, 0)   (22, 27)   (23, 23)   (24, 24)   (25, 1)   (26, 16)   (27, 4)   (28, 26)   (29, 29)
(0, 18)   (1, 4)   (2, 7)   (3, 28)   (4, 1)   (5, 9)   (6, 14)   (7, 10)   (8, 0)   (9, 25)   (10, 8)   (11, 22)   (12, 19)   (13, 17)   (14, 24)   (15, 29)   (16, 23)   (17, 16)   (18, 6)   (19, 13)   (20, 27)   (21, 5)   (22, 21)   (23, 15)   (24, 12)   (25, 3)   (26, 20)   (27, 2)   (28, 26)   (29, 11)
(0, 18)   (1, 4)   (2, 7)   (3, 28)   (4, 11)   (5, 8)   (6, 14)   (7, 10)   (8, 0)   (9, 2)   (10, 9)   (11, 22)   (12, 19)   (13, 17)   (14, 24)   (15, 29)   (16, 23)   (17, 3)   (18, 6)   (19, 13)   (20, 1)   (21, 5)   (22, 21)   (23, 15)   (24, 12)   (25, 20)   (26, 16)   (27, 25)   (28, 26)   (29, 27)
(0, 28)   (1, 21)   (2, 7)   (3, 16)   (4, 8)   (5, 9)   (6, 6)   (7, 22)   (8, 0)   (9, 26)   (10, 2)   (11, 24)   (12, 19)   (13, 13)   (14, 15)   (15, 14)   (16, 20)   (17, 25)   (18, 1)   (19, 29)   (20, 3)   (21, 27)   (22, 23)   (23, 10)   (24, 12)   (25, 18)   (26, 5)   (27, 4)   (28, 17)   (29, 11)
(0, 28)   (1, 29)   (2, 7)   (3, 16)   (4, 26)   (5, 8)   (6, 13)   (7, 22)   (8, 14)   (9, 20)   (10, 23)   (11, 24)   (12, 19)   (13, 12)   (14, 15)   (15, 2)   (16, 25)   (17, 0)   (18, 21)   (19, 6)   (20, 3)   (21, 27)   (22, 9)   (23, 10)   (24, 5)   (25, 18)   (26, 1)   (27, 4)   (28, 17)   (29, 11)
(0, 7)   (1, 29)   (2, 13)   (3, 16)   (4, 0)   (5, 8)   (6, 6)   (7, 25)   (8, 28)   (9, 9)   (10, 23)   (11, 24)   (12, 5)   (13, 2)   (14, 1)   (15, 14)   (16, 22)   (17, 27)   (18, 19)   (19, 15)   (20, 3)   (21, 17)   (22, 20)   (23, 10)   (24, 12)   (25, 18)   (26, 21)   (27, 4)   (28, 26)   (29, 11)
(0, 0)   (1, 2)   (2, 16)   (3, 1)   (4, 8)   (5, 7)   (6, 28)   (7, 14)   (8, 12)   (9, 20)   (10, 19)   (11, 22)   (12, 27)   (13, 25)   (14, 21)   (15, 24)   (16, 11)   (17, 13)   (18, 29)   (19, 9)   (20, 3)   (21, 5)   (22, 18)   (23, 10)   (24, 15)   (25, 6)   (26, 23)   (27, 4)   (28, 26)   (29, 17)
(0, 28)   (1, 29)   (2, 5)   (3, 7)   (4, 14)   (5, 8)   (6, 13)   (7, 4)   (8, 0)   (9, 21)   (10, 23)   (11, 24)   (12, 6)   (13, 2)   (14, 17)   (15, 22)   (16, 15)   (17, 19)   (18, 11)   (19, 9)   (20, 3)   (21, 27)   (22, 1)   (23, 10)   (24, 12)   (25, 18)   (26, 16)   (27, 25)   (28, 26)   (29, 20)
(0, 28)   (1, 29)   (2, 5)   (3, 7)   (4, 14)   (5, 8)   (6, 13)   (7, 4)   (8, 0)   (9, 21)   (10, 23)   (11, 24)   (12, 2)   (13, 11)   (14, 17)   (15, 22)   (16, 15)   (17, 19)   (18, 16)   (19, 9)   (20, 3)   (21, 27)   (22, 1)   (23, 10)   (24, 12)   (25, 18)   (26, 6)   (27, 25)   (28, 26)   (29, 20)
(0, 2)   (1, 0)   (2, 17)   (3, 16)   (4, 24)   (5, 7)   (6, 14)   (7, 25)   (8, 29)   (9, 21)   (10, 18)   (11, 1)   (12, 27)   (13, 11)   (14, 15)   (15, 23)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 5)   (22, 10)   (23, 8)   (24, 12)   (25, 6)   (26, 9)   (27, 4)   (28, 26)   (29, 28)
(0, 2)   (1, 0)   (2, 17)   (3, 16)   (4, 23)   (5, 7)   (6, 14)   (7, 25)   (8, 29)   (9, 21)   (10, 18)   (11, 1)   (12, 27)   (13, 11)   (14, 15)   (15, 24)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 5)   (22, 10)   (23, 8)   (24, 12)   (25, 6)   (26, 9)   (27, 4)   (28, 26)   (29, 28)
(0, 2)   (1, 0)   (2, 5)   (3, 16)   (4, 24)   (5, 7)   (6, 14)   (7, 25)   (8, 29)   (9, 21)   (10, 18)   (11, 1)   (12, 27)   (13, 11)   (14, 15)   (15, 23)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 17)   (22, 10)   (23, 8)   (24, 12)   (25, 6)   (26, 9)   (27, 4)   (28, 26)   (29, 28)
(0, 2)   (1, 0)   (2, 17)   (3, 16)   (4, 23)   (5, 7)   (6, 14)   (7, 25)   (8, 12)   (9, 21)   (10, 18)   (11, 8)   (12, 27)   (13, 11)   (14, 15)   (15, 24)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 5)   (22, 10)   (23, 1)   (24, 29)   (25, 6)   (26, 9)   (27, 4)   (28, 26)   (29, 28)
(0, 2)   (1, 0)   (2, 5)   (3, 16)   (4, 23)   (5, 7)   (6, 28)   (7, 25)   (8, 29)   (9, 21)   (10, 18)   (11, 1)   (12, 27)   (13, 11)   (14, 15)   (15, 14)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 17)   (22, 10)   (23, 8)   (24, 12)   (25, 6)   (26, 9)   (27, 4)   (28, 26)   (29, 24)
(0, 24)   (1, 0)   (2, 5)   (3, 16)   (4, 23)   (5, 9)   (6, 28)   (7, 25)   (8, 29)   (9, 21)   (10, 18)   (11, 1)   (12, 27)   (13, 11)   (14, 15)   (15, 14)   (16, 20)   (17, 13)   (18, 19)   (19, 22)   (20, 3)   (21, 17)   (22, 10)   (23, 8)   (24, 12)   (25, 6)   (26, 7)   (27, 4)   (28, 26)   (29, 2)
